Sector,Company,State,City,Neighborhood,Address,Complement,Zip_Code,Contact,Telephone,E_Mail,Website_URL,Paid
AÇÚCAR E ÁLCOOL,TRINITON ENGENHARIA INDUSTRIAL LTDA.,SÃO PAULO,SERTÃOZINHO,CENTRO,AVENIDA ANTÔNIO PASCHOAL 1598,,14170-500,RICARDO CESAR CANESIN,(16)3511-2500,comercial@triniton.com.br,http://www.triniton.com.br,Não
AÇÚCAR E ÁLCOOL,USINAGEM E CALDEIRARIA SÃO MARCOS LTDA,SÃO PAULO,ORLÂNDIA,JARDIM NHAGUERA,AVENIDA MARGINAL ESQUERDA 607,,14620-000,CARLOS CEZAR PIZZAMIGLIO,(16)3821-6000,comercial@ucsm.ind.br,http://www.ucsm.ind.br,Não
AÇÚCAR E ÁLCOOL,VEMAG EQUIPAMENTOS INDUSTRIAIS LTDA,SÃO PAULO,SERTÃOZINHO,SETOR INDUSTRIAL,AVENIDA MARGINAL JOSÉ OSVALDO MARQUES 1360,,14173-010,THATIANI KELLY ESCUDEIRO,(16)3511-1000,vemag@vemag.ind.br,https://www.vemag.ind.br,Não
AÇÚCAR E ÁLCOOL,VMF TECNOLOGIA EM EQUIPAMENTOS INDÚSTRIAIS EIRELI - EPP,SÃO PAULO,SANTA BÁRBARA D' OESTE,PARQUE INDUSTRIAL BANDEIRANTES,RUA JOSÉ ADEMAR PETRINI 200/240,,13457-174,NUNO FELIPE,(19)3113-0100,contato@vmf.ind.br,http://www.vmf.ind.br,Não
AEROESPACIAL,AEROALCOOL TECNOLOGIA LTDA,SÃO PAULO,RESTINGA,INDUSTRIAL ANTONIO GARCIA CACERES,RUA ANTONIO CACERES 3113,,14430-000,OMAR JOSÉ JUNQUEIRA PUGLIESI,(16)3701-7894,aeroalcool@aeroalcool.com.br,http://www.aeroalcool.com.br,Sim
AEROESPACIAL,AEROMOT-AERONAVES E MOTORES S.A.,RIO GRANDE DO SUL,PORTO ALEGRE,SÃO JOÃO,AVENIDA SERTÓRIO 3655,,91020-000,CLEUZA ANDRADE,(51)3357-8500,contato@aeromot.com.br,http://www.aeromot.com.br,Sim
AEROESPACIAL,CALFER USINAGEM INDUSTRIAL LTDA.-EPP,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,PARQUE SANTOS DUMONT,RUA JOSÉ VICENTE DE PAULA 213,,12227-810,BRUNA BIANCA BRAGA MIRANDA,(12)3941-6251,calfer@calfer.com.br,http://calfer.com.br/,Sim
AEROESPACIAL,CONFAB INDUSTRIAL SOCIEDADE ANONIMA,SÃO PAULO,PINDAMONHANGABA,MOREIRA CÉSAR,RUA DOUTOR GONZAGA 1381,,12440-900,ANA COMITRI,(12)3644-9123,acomitri@tenaris.com,http://www.tenaris.com,Sim
AEROESPACIAL,GRAUNA AEROSPACE LTDA,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,CHÁCARAS REUNIDAS,RUA JANUÁRIA 1100,,12238-500,ZULEIKA DE FATIMA LEITE,(12)3221-3412,contato@graunaaerospace.com.br,http://www.graunaaerospace.com.br,Sim
AEROESPACIAL,H8 ALS INDUSTRIA AERONAUTICA LTDA - EPP,SÃO PAULO,ORIENTE,DISTRITO INDUSTRIAL,RUA MARIA IZABEL PARRA CRIVELARO 98,,17570-000,MOISES BENTIVOGLIO,(14)3454-4199,vendas@h8als.com,https://www.h8als.com/,Sim
AEROESPACIAL,LANMAR INDÚSTRIA METALÚRGICA LTDA.,SÃO PAULO,HORTOLÂNDIA,CHÁCARAS ASSAY,RUA PÉROLA 500,,13186-524,THIAGO A. MARCOLINO,(19)2118-5000,contato@lanmarmetal.com.br,http://www.lanmarmetal.com.br,Sim
AEROESPACIAL,OCTANS AIRCRAFT INDUSTRIAL LTDA,SÃO PAULO,SÃO JOÃO DA BOA VISTA,JARDIM RECANTO,RUA ANTÔNIO MARMO DE SOUZA S/N,HANGAR 09 CP 440,13879-899,ALESSANDRA FERRAZ,(19)3634-6300,comercial@octansaircraft.com,http://www.octansaircraft.com/,Sim
AEROESPACIAL,PAN-METAL INDÚSTRIA METALÚRGICA LTDA,SÃO PAULO,TAUBATÉ,PIRACANGAGUÁ,AVENIDA EURICO AMBROGI SANTOS 1300,,12042-010,PAULO MARCHIOTO,(12)3627-0000,comercial@panmetal.com.br,http://www.panmetal.com.br,Sim
AEROESPACIAL,THYSSENKRUPP AUTÔMATA INDÚSTRIA DE PEÇAS LTDA.,SÃO PAULO,TAUBATÉ,PIRACANGAGUA,AVENIDA EURICO AMBROGI SANTOS 1715,,12042-010,FÁBIO FERREIRA DA CRUZ JÚNIOR,(12)3627-2300,fabio.cruz@thyssenkrupp-materials.com,http://www.thyssenkruppautomata.com,Sim
AEROESPACIAL,TOYO MATIC AEROSPACE LTDA.,SÃO PAULO,BRAGANÇA PAULISTA,CAMPO NOVO,ESTRADA MUNICIPAL VEREADOR ÁLVARO ALESSANDRI 1017,,12903-841,EDILENE APARECIDA DA ROSA,(11)2720-0600,compras@toyomatic.com.br,http://www.toyomatic.com.br,Sim
AEROESPACIAL,A. S. AVIONICS SERVICES S.A.,SÃO PAULO,SÃO PAULO,VILA MASCOTE,RUA TIANGUÁ 136,,04363-100,JOÃO BATISTA VERNINI,(11)5031-2801,everton@avionics.com.br,http://www.avionics.com.br,Não
AEROESPACIAL,ABRASIVOS MONTAGNA LTDA,SÃO PAULO,SÃO PAULO,CASA VERDE,RUA BERNARDINO FANGANIELLO 717,,02512-000,RAYMUNDO MONTAGNA FILHO,(11)3855-5500,montagna@montagna.com.br,http://www.montagna.com.br,Não
AEROESPACIAL,AEL SISTEMAS S.A,RIO GRANDE DO SUL,PORTO ALEGRE,JARDIM SÃO PEDRO,AVENIDA SERTÓRIO 4400,,91040-620,JOÃO ALEXANDRE VILELA,(51)2101-1200,marketing@ael.com.br,https://www.ael.com.br/,Não
AEROESPACIAL,AERNNOVA AEROSPACE DO BRASIL EIRELI,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,PARQUE INDUSTRIAL,AVENIDA DOUTOR SEBASTIÃO HUMBERTO PONTES 4810,,12237-823,DOUGLAS ORTLIBAS,(12)3932-8203,heribert.schrage@aernnova.com,http://www.aernnova.com,Não
AEROESPACIAL,AGS AEROHOSES S/A.,SÃO PAULO,CRUZEIRO,RETIRO DA MANTIQUEIRA,AVENIDA MINAS GERAIS 1088,,12712-010,JULIO CESAR GONCALVES DA SILVA,(12)3141-2400,ags@agsaero.com.br,http://agsaero.com.br/,Não
AEROESPACIAL,AIRSHIP DO BRASIL - INDÚSTRIA E SERVIÇOS AEREOS ESPECIALIZADOS S.A.,SÃO PAULO,SÃO CARLOS,JARDIM REAL,RUA CHRISTIANO RODRIGUES MACHADO 10,,13567-350,BARBARA CEZARINO,(16)3509-3500,contato@adb.ind.br,http://www.adb.ind.br,Não
AEROESPACIAL,AKAER ENGENHARIA S.A.,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,EUGÊNIO DE MELLO,AVENIDA CESARE MANSUETO GIULIO LATTES 501,,12247-014,CESAR A. T. ANDRADE E SILVA.,(12)2139-1100,fiscal.adm@akaer.com.br,http://www.akaer.com.br,Não
AEROESPACIAL,ALDOMAR INDÚSTRIA E COMÉRCIO DE PEÇAS AERONÁUTICAS LTDA - EPP,SÃO PAULO,SÃO PAULO,PARI,RUA AFONSO ARINOS 178,,03033-030,MARA LUCIA RUGGERO,(11)3227-8324,vendas@aldomar.com.br,http://www.aldomar.com.br,Não
AEROESPACIAL,"ALTAVE INDÚSTRIA, COMÉRCIO E EXPORTAÇÃO DE AERONAVES S/A.",SÃO PAULO,SÃO JOSÉ DOS CAMPOS,EUGENIO DE MELLO,ESTRADA DOUTOR ALTINO BONDENSAN 500,TERREO SALA 1102 SALA 1104 SALA 1301,12247-016,LEONARDO MENDES NOGUEIRA,(12)3913-5900,sales@altave.com.br,http://www.altave.com.br,Não
AEROESPACIAL,AVIBRAS INDÚSTRIA AEROESPACIAL S/A.,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,EUGENIO DE MELLO,ESTRADA DOUTOR ALTINO BONDENSAN 500,CONJ 2210 CE IV,12247-016,FÁBIO NAKAGAWA,(12)3938-7200,contato@avibras.com.br,http://www.avibras.com.br/,Não
AEROESPACIAL,AVIOSUL - INDÚSTRIA E COMÉRCIO DE PRODUTOS AERONAUTICOS LTDA-ME,RIO GRANDE DO SUL,CANOAS,FÁTIMA,RUA MACHADINHO 1118,,92200-440,LUIS HONORIO MENDES FLORES,(51)3466-8044,contato@aviosul.com.br,http://www.aviosul.com.br,Não
AEROESPACIAL,DOMA INDUSTRIAL LTDA. EPP,SÃO PAULO,SÃO PAULO,PARQUE NOVO MUNDO,AVENIDA TENENTE JOSÉ JERÔNIMO DE MESQUITA 750,,02146-000,RENATO BRANDÃO WATANABE,(11)2983-0820,contato@domaindustrial.com,http://domaindustrial.com,Não
AEROESPACIAL,FASTWORK PROGRAM SYSTEMS LTDA.,SÃO PAULO,PIRACICABA,UNILESTE,RUA ANTÔNIO BORJA MEDINA 1250,,13422-010,MAURO MATTA,(19)3124-9200,compras@fastworksps.com.br,http://www.mmfastwork.com.br,Não
AEROESPACIAL,HERNANDES FIM & CIA LTDA.,SÃO PAULO,CAMPINAS,PARQUE INDUSTRIAL,RUA FRANCISCO ALVES DE ALMEIDA 50,,13031-650,EDSON JORGE FIM,(19)3272-2366,comercial@finetornos.com.br,http://www.finetornos.com.br,Não
AEROESPACIAL,HUMBERTO MANCILHA DIAS & CIA LTDA (ITAKAR),MINAS GERAIS,ITANHANDÚ,PARQUE INDUSTRIAL,RUA DOS LAMINS 519,,37464-000,HUMBERTO MANCILHA DIAS,(35)3361-2255,itakar@itakar.com.br,http://www.itakar.com.br,Não
AEROESPACIAL,LEGADO USINAGEM LTDA-ME,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,CHÁCARAS REUNIDAS,RUA JAGUARĂO 296,,12238-410,RENATO ESPÓSITO DUARTE,(12)3308-0004,renato@legadousinagem.com.br,http://www.legadousinagem.com.br,Não
AEROESPACIAL,LIMA & BONFA INDÚSTRIA E COMÉRCIO DE FERRAMENTAS LTDA.,SÃO PAULO,SUMARÉ,JARDIM SÃO JUDAS TADEU,RUA GUIDO SAGALHO 375,361 e 345,13180-510,WENDELL LIMA,(19)3922-4252,comercial@limabonfa.com.br,https://limabonfa.com.br/,Não
AEROESPACIAL,MAGAP USINAGEM E FERRAMENTARIA LTDA-EPP,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,CHACARAS REUNIDAS,RUA GUAIANESIA 275,,12238-460,PAULO CAPELETI,(12)3934-5554,magap@magap.com.br,http://sem siite,Não
AEROESPACIAL,MAGNAGHI AERONÁUTICA DO BRASIL INDÚSTRIA E COMÉRCIO LTDA.,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,CHÁCARAS REUNIDAS,RUA JANUÁRIA 882,,12238-500,BRUNA CAMPOS,(12)3932-0888,anogueira@magroup.net,http://www.friuli.ind.br,Não
AEROESPACIAL,MECÂNICA CAÇAPAVA LTDA.,SÃO PAULO,CAÇAPAVA,VILA GALVÃO,AVENIDA ADHEMAR PINTO DE SIQUEIRA 131,,12286-325,WAGNER KLINKE,(12)3653-1544,nfe@mecanicacacapava.com.br,http://www.mecanicacacapava.com.br,Não
AEROESPACIAL,OXTIG ESPACIAL - MECÂNICA INDUSTRIAL LTDA - EPP,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,ELDORADO,RUA ROMUALDO DAVOLI 110,,12238-577,RENATO SILVA,(12)3931-8271,vendas1@oxtig.com.br,http://www.oxtig.com.br,Não
AEROESPACIAL,PLANIFER FERRAMENTARIA E ESTAMPARIA LTDA.,SÃO PAULO,CAMPINAS,POLO I DE ALTA TECNOLOGIA,RUA BAPTISTA PAGOTTO 71,,13069-200,JOAQUIM BATISTA PAGOTTO,(19)3112-1150,comercial@planifer.com.br,http://www.planifer.com.br,Não
AEROESPACIAL,PLASTEAM INDÚSTRIA E COMÉRCIO DE PLÁSTICOS E METAIS LTDA.- EPP,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,CHÁCARAS REUNIDA,RUA MONTE AZUL 280,,12238-350,JOSÉ AUGUSTO MILANI,(12)3937-2333,plasteam@plasteam.com.br,http://www.plasteam.com.br,Não
AEROESPACIAL,PRESSMECÂNICA COMÉRCIO E SERVIÇOS LTDA. - EPP,SÃO PAULO,JACAREÍ,JARDIM CALIFÓRNIA,RODOVIA GERALDO SCAVONE 2080,GALPÃO 27,12305-490,ELI CARLOS BARBOSA,(12)3958-4053,eli@pressmecanica.com.br,http://www.pressmecanica.com.br,Não
AEROESPACIAL,PROLIND INDUSTRIAL LTDA,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,EUGÊNIO MELO,RODOVIA PRESIDENTRE DUTRA S/N,KM 138,12247-004,ADALBERTO MORALES,(12)3908-5999,marketing@prolind.com.br,http://www.prolind.com.br,Não
AEROESPACIAL,RECOMINTE INDÚSTRIA E COMÉRCIO DE PEÇAS AERONÁUTICAS LTDA,SÃO PAULO,JACAREÍ,JARDIM PARAÍBA,AVENIDA EDOUARD SIX 540,HANGAR 13,12327-673,PAULO MANUEL PIRES DE SÁ,(12)99708-8207,vendas@recominte.com,http://www.recominte.com,Não
AEROESPACIAL,SBPA SIMULADORES DE VÔO E INFORMÁTICA LTDA,RIO GRANDE DO SUL,GRAVATAÍ,JASEN,SERVIDÃO DAS FLORES 201,LOJA 01,94035-085,LUCIANO MOHR ZOPPO,(51)3590-8624,sbpa@flysbpa.com.br,http://www.flysbpa.com.br,Não
AEROESPACIAL,TEONAER EQUIPAMENTOS DE APOIO E USINAGEM LTDA - ME,MINAS GERAIS,BELO HORIZONTE,COPACABANA,RUA HILDEBRANDO DE OLIVEIRA 650,,31540-610,JOCIANE CRUZEIRO PRATES TEODORO,(31)3443-4658,teonaer@teonaer.com.br,http://www.teonaer.com.br,Não
AEROESPACIAL,UFT DO BRASIL INDÚSTRIA MECÂNICA LTDA,SÃO PAULO,VÁRZEA PAULISTA,SETOR INDUSTRIAL,AVENIDA MARGINAL DO RIO JUNDIAÍ 440,,13221-800,EDUARDO TONINI,(11)4595-7019,qualidade@uftnet.com.br,http://www.uftnet.com.br,Não
AEROESPACIAL,USIMAZA INDÚSTRIA LTDA,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,SANTANA,TRAVESSA USIMAZA INDÚSTRIA LTDA 51,,12211-181,JÉSSICA ANDRADE,(12)3500-1999,comercial@usimaza.com.br,http://www.usimaza.com.br,Não
AEROESPACIAL,USINAGEM NADAI LTDA,SÃO PAULO,AMERICANA,CIDADE JARDIM,RUA DAS PETUNIAS 500,,13467-070,IVO DE NADAI,(19)3406-2403,contato@nadaiusinagem.com.br,http://www.nadaiusinagem.com.br,Não
AEROESPACIAL,WINNSTAL INDÚSTRIA E COMÉRCIO LTDA,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,CHÁCARAS REUNIDAS,RUA MIRACEMA 370,,12238-360,SERGIO BORGES,(12)2139-9700,rh@winnstal.com.br,http://www.winnstal.com.br,Não
AEROESPACIAL,ZANONI EQUIPAMENTOS AGRÍCOLAS LTDA - EPP,PARANÁ,PARANAVAÍ,DISTRITO INDUSTRIAL,RODOVIA BR – 376 S/Nº,KM 110,87720-140,SERGIO ANTONIO ZANONI,(44)3424-2420,zanoni@zanoniequipamentos.com.br,https://www.zanoniequipamentos.com.br/,Não
AGRICULTURA,5ECOS INDÚSTRIA DE MÁQUINAS E EQUIPAMENTOS EIRELI.- ME,SÃO PAULO,BROTAS,CAMPOS ELISEOS,AVENIDA EDUARDO ALEXANDRE BALESTRERO 723,,17380-000,MARIANA HELENA PEREIRA,(19)98181-4019,5ecos@5ecos.com.br,http://www.5ecos.com.br,Sim
AGRICULTURA,A. B. F. COMÉRCIO E ENGENHARIA LTDA - ME,MARANHÃO,SÃO LUÍS,DISTRITO INDUSTRIAL,AVENIDA CINCO 14,QUADRA C,65090-272,ADAIL BARROS FILHO,(98)98115-4246,abfcomercial@abfeng.com.br,https://abfeng.com.br/,Sim
AGRICULTURA,A.A. DE ALMEIDA EQUIPAMENTOS AGRO INDUSTRIAL,SÃO PAULO,MOTUCA,DISTRITO INDUSTRIAL,RUA ROMILDO SIQUEIRA LINS 157,,14835-000,ANTONIO HENRIQUE SALUSTIANO,(16)3348-9000,vendas@almeidaequipamentos.com.br,http://www.almeidaequipamentos.com.br,Sim
AGRICULTURA,ACEFIBRAS INDÚSTRIA DE MÁQUINAS AGRÍCOLAS LTDA.,RIO GRANDE DO SUL,BENTO GONÇALVES,VINOSUL,ESTRADA BR 470 - Nº 865,KM 219,95701-496,SELVINO SMIDERLE,(54)3453-2856,acefibras@acefibras.com.br,http://www.acefibras.com.br,Sim
AGRICULTURA,ACJ INDÚSTRIA E COM. DE PEÇAS E MÁQS AGRÍCOLAS DE ITAPIRA LTDA,SÃO PAULO,ITAPIRA,VILA PENHA DO RIO DO PEIXE,RUA JACOB AUDI 80,,13917-045,AYRTON CORREA JUNIOR,(19)3813-8340,acj@acj.ind.br,http://www.acj-ind.com,Sim
AGRICULTURA,AG METAL METALURGICA LTDA - EPP,SANTA CATARINA,MASSARANDUBA,INTERIOR,RODOVIA SC 415 Nº 3614,"MASSARANDUBA BAIXO - KM 101,6",89108-000,VANDERLÉIA BRYCH REUTER,(47)3379-1996,comercial@agmetal.com.br,http://www.agmetal.com.br,Sim
AGRICULTURA,AGCO DO BRASIL SOLUÇÕES AGRÍCOLAS LTDA,SÃO PAULO,RIBEIRÃO PRETO,VILA VIRGINIA,AVENIDA BANDEIRANTES 384,,14030-680,LUIS RENATO SOUZA,(51)3462-8085,faleconosco@agcocorp.com,http://www.agco.com.br/,Sim
AGRICULTURA,AGI BRASIL INDÚSTRIA E COMÉRCIO S.A.,SÃO PAULO,CÂNDIDO MOTA,NOVA ALEXANDRIA,VIA ROBERT ALLEN STENSON 1000,RODOVIA RAPOSO TAVARES S/Nº KM 431 CAIXA POSTAL 14,19882-000,DANIEL GOULART,(11)94386-0577,vendas@aggrowth.com,https://www.aggrowth.com/pt-br,Sim
AGRICULTURA,AGITEC EQUIPAMENTOS INDUSTRIAIS LTDA.,SÃO PAULO,SÃO PAULO,SANTO AMARO,RUA DOUTOR FERREIRA LOPES 452,,04671-010,MARIA ESTELA SILVA FORTIM,(11)5548-9844,agitec@agitec.com.br,http://www.agitec.com.br,Sim
AGRICULTURA,AGRES SISTEMAS ELETRÔNICOS S/A.,PARANÁ,CURITIBA,UBERABA,AVENIDA COMENDADOR FRANCO 6720,,81560-000,RAFAEL CARDOSO KLEIN,(41)3132-3300,relacionamento@agres.com.br,http://www.agres.com.br,Sim
AGRICULTURA,AGRIMAXI IND. COMÉRCIO DE IMPLEMENTOS E MÁQUINAS AGRÍCOLAS LTDA-EPP,MINAS GERAIS,CARMO DO RIO CLARO,DISTRITO INDUSTRIAL,RUA JOSAFÁ RODRIGUES DOS SANTOS 250,,37150-000,ANA CLAUDIA BORBA,(35)3561-2806,administracao@agrimaxi.com.br,http://www.agrimaxi.com.br,Sim
AGRICULTURA,AGRIMEC AGRO INDUSTRIAL E MECÂNICA LTDA,RIO GRANDE DO SUL,SANTA MARIA,DISTRITO INDUSTRIAL,AVENIDA PEDRO CEZAR SACCOL S/N,,97030-440,IARA NOÊMIA GABE,(55)3222-7710,administrativo@agrimec.com.br,http://www.agrimec.com.br,Sim
AGRICULTURA,AGRITECH LAVRALE INDÚSTRIA DE MAQUINÁRIO AGRÍCOLA E COMPONENTES LTDA,RIO GRANDE DO SUL,CAXIAS DO SUL,GUARUJÁ,RUA OBERDAN CAVINATTO 290,,95055-450,NICOLE STEDILE BARP,(54)3238-8506,lavrale@lavrale.com.br,http://www.lavrale.com.br,Sim
AGRICULTURA,AGROAVES INDÚSTRIA E COMÉRCIO DE EQUIPAMENTOS AVICOLAS EIRELI- EPP,SANTA CATARINA,SÃO DOMINGOS,INDUSTRIAL,RODOVIA SC 480 - S/N,KM 50,89835-000,CASSIANE WALENDORSS,(49)3443-1067,agroaves.ind@hotmail.com,http://sem site,Sim
AGRICULTURA,AGROCAB IMPLEMENTOS E CABINAS AGRÍCOLAS LTDA. EPP,SÃO PAULO,IBIRÁ,CENTRO,RUA JOÃO BATISTA FERNANDES 200,,15860-000,CAIO CÉSAR SIMONATO,(17)98143-4399,caioagrocab@gmail.com,https://www.facebook.com/agrocab/,Sim
AGRICULTURA,AGROFORN IND.E COM.DE MÁQUINAS AGRÍCOLAS LTDA.,SÃO PAULO,PARDINHO,DISTRITO INDUSTRIAL,QUADRA 02 - Nº 110,CAIXA POSTAL 22,18640-000,ALESSANDRO FORNONI,(14)3886-1138,agroforn@agroforn.com.br,http://www.agroforn.com.br,Sim
AGRICULTURA,AGROHALL INOVAÇÃO E TECNOLOGIA LTDA,MINAS GERAIS,DIVINÓPOLIS,LEVINDO PAULA PEREIRA,RUA DORINHA GONTIJO 250,,35502-057,DOUGLAS SILVA DE FREITAS,(37)3301-3484,agrohall@agrohall.com.br,http://www.agrohall.com.br,Sim
AGRICULTURA,AGROLEITE CABINAS AGRÍCOLAS LTDA.,SÃO PAULO,IBIRÁ,TAPERINHA,ESTRADA AUGUSTO BARBON - S/N,KM 1 - BLOCO A - CAIXA POSTAL 19,15860-000,LINEKER GONÇALVES,(17)3551-9090,agroleite@agroleite.com.br,https://agroleite.com.br/,Sim
AGRICULTURA,AGROMELCA MÁQUINAS AGRÍCOLAS DO BRASIL LTDA,RIO GRANDE DO SUL,ARROIO DO MEIO,DOM PEDRO II,RODOVIA RS 130 4585,KM 79,95940-000,IVANIO MULLER BREMM,(55)99988-1544,info@agromelca.com.br,https://agromelcabrasil.com.br,Sim
AGRICULTURA,AGROPULV EQUIPAMENTOS AGRICOLAS LTDA.-ME,SÃO PAULO,VALENTIM GENTIL,VIRADOURO,ESTRADA VICINAL NATIVIDADE GOMES GALEGO S/Nº,CHACARA DOCE LAR,15520-000,ELIEZER FERNANDES DOMENI JUNIOR,(17)3485-2167,contato@agropulv.ind.br,http://www.agropulv.ind.br,Sim
AGRICULTURA,AGROSS DO BRASIL LTDA. - EPP,RIO GRANDE DO SUL,QUINZE DE NOVEMBRO,INDUSTRIAL,RODOVIA RS 824 S/N,KM 21 PAVILHAO A,98230-000,SILMO LOURENÇO DE ÁVILA,(54)3324-3666,comercial@agrossdobrasil.com.br,https://agrossdobrasil.com.br/,Sim
AGRICULTURA,AGROSYSTEM INDÚSTRIA COMÉRCIO IMPORTAÇÃO E EXPORTAÇÃO LTDA,SÃO PAULO,RIBEIRÃO PRETO,PARQUE INDUSTRIAL LAGOINHA,RUA JOSÉ ANTÔNIO ROSAS 315,,14095-160,CARLOS HENRIQUE JACINTHO ANDRADE,(16)3434-3800,agrosystem@agrosystem.com.br,http://www.agrosystem.com.br,Sim
AGRICULTURA,AGROVEC INDÚSTRIA DE EQUIPAMENTOS LTDA.,RIO GRANDE DO SUL,NOVO HAMBURGO,HAMBURGO VELHO,AVENIDA VICTOR HUGO KUNZ 2417,,93537-490,CLAUDIONOR ATÍLIO VINGERT,(51)3036-4677,comercial@agrovec.com.br,http://www.agrovec.com.br,Sim
AGRICULTURA,AKJ INDÚSTRIA E COMÉRCIO DE PEÇAS E EQUIPAMENTOS LTDA. ME,PARANÁ,ASSIS CHATEAUBRIAND,JARDIM PARANÁ,AVENIDA BRASIL 691,A,85935-000,GABRIELLE CORREIA,(44)3528-4993,atendimento@kspulverizadores.com.br,http://www.kspulverizadores.com.br,Sim
AGRICULTURA,ALIANÇA CRUCIANELLI PICCIN LTDA,SÃO PAULO,SÃO CARLOS,RECANTO JAQUELINE,RODOVIA SP 318 S/N,"KM,10",13578-000,CAMILO RAMOS DA SILVA,(16)3378-4222,comercial01@piccin.com.br,http://www.piccin.com.br,Sim
AGRICULTURA,ALLCAFE INDÚSTRIA E COMÉRCIO DE MÁQUINAS E EQUIPS AGRÍCOLAS LTDA - ME,MINAS GERAIS,CAMPESTRE,JOSÉ DA SILVA PASSOS,RUA HONORIO ANTÔNIO SANTOS 107,GALPÃO 1,37730-000,DAVID MEZZAVILLA PEREIRA,(35)3743-1700,alcafemaquinas@bol.com.br,http://sem site,Sim
AGRICULTURA,ALLIANCE INDÚSTRIA MECÂNICA LTDA,SÃO PAULO,OURINHOS,DISTRITO INDUSTRIAL II,AVENIDA FEODOR GURTOVENCO 141,,19913-520,CLEUSA DA COSTA,(14)3302-5815,alliance@alliance.ind.br,http://www.alliance.ind.br,Sim
AGRICULTURA,ALLIKON EQUIPAMENTOS AGRÍCOLAS LTDA. ME,PARANÁ,PRANCHITA,RODOVIA,RODOVIA PRT-163 S/N,KM 40,85730-000,DIRCEU ALIEVI,(46)3540-1119,vendas@allikon.com.br,http://www.allikon.com.br,Sim
AGRICULTURA,AMAQUEL IMPLEMENTOS AGRICOLAS LTDA.-ME,SANTA CATARINA,IÇARA,PONTA DO MATO,RODOVIA ICR 477 900,,88820-000,RAQUEL MANARIN DAL MOLIN DAROS,(48)3432-8451,contato@amaquel.com.br,http://www.amaquel.com.br,Sim
AGRICULTURA,ANDRITZ SEPARATION INDUSTRIA E COMÉRCIO DE EQUIPS DE FILTRACAO LTDA,SANTA CATARINA,POMERODE,TESTO ALTO,RUA PROGRESSO 450,,89107-000,MARINALDO CAMPOS,(47)3387-9138,separation.bra@andritz.com,http://www.andritz.com/separation-brasil,Sim
AGRICULTURA,ANTÔNIO CÉSAR GONÇALVES DE REZENDE (REZENDE PEÇAS)-ME,MINAS GERAIS,NOVA RESENDE,CENTRO,RUA MAJOR FRANCISCO ANACLETO 660,,37860-000,MILLENA DA CUNHA BARBOSA,(35)99708-5138,cesartriciclos@bol.com.br,https://cesartriciclos.com.br/,Sim
AGRICULTURA,ANTONIOSI TECNOLOGIA AGROINDUSTRIAL LTDA.,SÃO PAULO,MATÃO,TORIBA,AVENIDA ANTÔNIO LOPES 200,,15991-326,ALEXANDER TADEU CAVICCHIOLLI ANTONIOSI,(16)3384-8000,contato@antoniosi.com.br,http://www.antoniosi.com.br,Sim
AGRICULTURA,ARAG DO BRASIL S.A.,PARANÁ,PINHAIS,EMILIANO PERNETA,RUA TOMAZINA 125,COND. PORTAL DA SERRA,83325-040,ADIR DE JESUS CRUZ FILHO,(41)3668-7020,aragnet@aragnet.com.br,http://www.aragnet.com.br,Sim
AGRICULTURA,ARMCO STACO S/A. INDÚSTRIA METALÚRGICA,RIO DE JANEIRO,RIO DE JANEIRO,HONÓRIO GURGEL,ESTRADA JOÃO PAULO 740,,21512-002,LUCIANA BASTOS,(21)2472-9150,diretoria@armcostaco.com,http://www.armcostaco.com.br,Sim
AGRICULTURA,ARTABAS-ARTEFATOS DE ARAME BASTOS LTDA.,SÃO PAULO,BASTOS,INDUSTRIAL,RODOVIA BASTOS IACRI,KM 01 - NÚCLEO NOBUO YOSHIKAWA,17690-000,LEANDRO YOSHIKAWA,(14)3478-9595,diretoria@artabas.com.br,http://www.artabas.com.br,Sim
AGRICULTURA,ARVUS TECNOLOGIA LTDA.,SANTA CATARINA,FLORIANÓPOLIS,SANTO ANTONIO DE LISBOA,RODOVIA JOSÉ CARLOS DAUX 7001,,88050-001,BERNARDO FRANCISCO DUARTE DE CASTRO,(48)4009-2704,hexagon@hexagon.com,http://www.hexagon.com.br,Sim
AGRICULTURA,ASA IMPLEMENTOS LTDA,PARANÁ,AMAPORÃ,CENTRO,AVENIDA JAYME CANET JÚNIOR 132,,87850-000,JOSAFÁ CÂNDIDO DE ASSIS,(44)3437-1232,contato@asaimplementos.com.br,http://www.asaimplementos.com.br,Sim
